customer_id,tenure_days,monthly_charges,total_charges,contract_type,payment_method,paperless_billing,support_calls_3mo,feature_usage_score,satisfaction_score,days_since_last_upgrade,churn_risk,churned
CUST_00072,854,57.899353447065515,1705.9785876661263,Monthly,Electronic Check,1,1,1.1556957456376813,0.7159957711979779,8,0.5416342146608669,1
CUST_00073,237,37.83304561427696,1124.448869272363,Annual,Bank Transfer,1,0,0.7594613957699644,4.122799831463922,292,0.018390676547466733,0
CUST_00074,128,68.91690510195363,717.3017779079744,Monthly,Credit Card,0,2,1.0241066890331754,5.070494635261139,308,0.1753712786234496,0
CUST_00075,922,93.07795082396566,1103.5941308244132,Monthly,Bank Transfer,1,2,0.6549988193259249,4.707592170430262,163,0.7190459051842455,1
CUST_00076,807,75.82003745207258,1606.3489481781528,Monthly,Bank Transfer,1,2,0.8215133728662717,1.980820017013823,336,0.49636624720123634,1
CUST_00077,365,72.49170218901956,660.9373327346592,Monthly,Credit Card,0,2,0.5110618624927139,5.802911897723113,290,0.8191023176741997,0
CUST_00078,108,43.244381294764764,2243.5860058758158,Monthly,Electronic Check,0,0,0.6851133141799907,4.120672097550678,302,0.0867052118621836,0
CUST_00079,216,78.83241361901734,2528.918764085154,Annual,Credit Card,1,5,0.6379308768088029,3.6156848219945292,15,0.9252483174156658,1
CUST_00080,981,25.95026253978635,1276.4007473599677,Monthly,Electronic Check,0,1,0.9713713548437777,3.140562725975098,222,0.8620426509893134,0
CUST_00081,935,92.13266764366908,-669.9923934783792,Annual,Bank Transfer,0,2,0.7159315715055173,4.513316036055354,182,0.40448544968185074,1
CUST_00082,39,73.25140793288244,-43.74767705132581,Annual,Credit Card,0,3,0.8426799180410891,3.547017213123745,226,0.07002970574747103,0
CUST_00083,814,89.46341901182915,953.2545678959016,Monthly,Credit Card,1,5,0.5254738745257979,4.293657941980354,2,0.4673107665376526,1
CUST_00084,376,44.87768213833008,659.2704337374505,Monthly,Credit Card,1,0,0.6930630225226437,3.734214732536521,304,0.39163014054035605,0
CUST_00085,964,84.68644796953167,1328.8089246195927,Two-Year,Electronic Check,1,1,0.7332904416426111,3.992451264008149,242,0.5126885110165086,1
CUST_00086,226,56.68265317176431,1416.7601945602908,Two-Year,Bank Transfer,0,0,0.625320146324686,2.3264297929878746,177,0.49118634086862656,1
CUST_00087,216,63.25782313275221,2256.327919981706,Annual,Credit Card,0,0,0.2508665602012327,2.6216288129072156,122,0.12951492128280417,0
CUST_00088,921,75.13469324973676,1339.4296413301731,Annual,Bank Transfer,1,1,0.6529086555590612,3.6021289208710336,36,0.22018320194981134,0
CUST_00089,973,83.14989536834511,1528.7156398141599,Monthly,Bank Transfer,1,2,0.8181309661384618,4.608703580582908,352,0.15734065970252598,1
CUST_00090,816,81.40964362394729,1905.8192248858381,Annual,Bank Transfer,1,2,0.6259353262805406,2.666441012720733,157,0.9087013092693679,0
CUST_00091,82,73.36505109572,1820.3296233907495,Monthly,Electronic Check,1,3,0.8506608538155298,2.1497515880571747,343,0.8186794204998418,1
CUST_00092,1008,70.33161093389873,1178.8961941342188,Monthly,Bank Transfer,0,1,0.8540850434233285,4.176770270716955,351,0.7708541085409898,0
CUST_00093,731,74.80839143405532,1016.9758087503449,Annual,Bank Transfer,0,0,1.1040803927364224,2.7601257235366123,6,0.06562614457401295,0
CUST_00094,1057,62.379231860020084,-128.19219250040305,Annual,Bank Transfer,0,1,0.45402612435183703,3.322259678512594,284,0.6936822257814886,0
CUST_00095,884,74.27447714780864,1962.2535127049116,Monthly,Electronic Check,0,2,0.7861680488667496,3.743307664128366,356,0.6385259476640855,0
CUST_00096,570,60.175278842873404,1781.6443172114375,Monthly,Credit Card,0,3,0.6162159761502907,3.0182267370151603,92,0.7765968527917417,0
CUST_00097,591,97.53038943399363,-485.03598925216124,Monthly,Credit Card,1,3,1.0276225499095282,5.00103884000446,339,0.4303058948994627,1
CUST_00098,1017,73.89310371333919,703.7157088607864,Monthly,Bank Transfer,1,2,1.0925645268090918,3.1149397381404937,337,0.4799388347171235,0
CUST_00099,607,83.03649600723381,2519.741870851807,Annual,Bank Transfer,0,0,0.5066047713741574,3.45228864385802,75,0.9866625932671464,1
CUST_00100,592,35.54983243917982,1428.243498553979,Monthly,Bank Transfer,1,0,0.9046282409374452,3.591585738693763,76,0.07857849715502074,0
CUST_00101,918,77.64232202536756,716.9866817109972,Annual,Bank Transfer,0,2,0.7421135955257171,4.380296249253249,72,0.05197128365147241,0
CUST_00102,553,78.96446627227179,1814.7883083373997,Annual,Bank Transfer,1,2,0.7229066732430928,4.450145470998832,313,0.7838325534188619,0
CUST_00103,895,73.0268725404958,3246.0056193416694,Annual,Electronic Check,1,0,0.5697163992771103,3.0161141659456785,300,0.6157420219422428,0
CUST_00104,750,44.36847506259684,1076.561409963024,Annual,Electronic Check,1,3,0.4744345558997387,4.064277388026737,34,0.22056112492232327,0
CUST_00105,353,58.26754545357679,1781.4037412749708,Two-Year,Bank Transfer,0,5,1.2187143007717722,3.9122184022439335,249,0.7252576604151365,1
CUST_00106,578,91.33887126465125,1851.4422061451767,Annual,Electronic Check,0,1,0.5655021053739432,1.215180427674428,20,0.733113022415281,1
CUST_00107,867,55.47398718062344,2610.650161147046,Annual,Bank Transfer,1,2,0.6785348008806846,2.76404808079997,315,0.4050207990803215,0
CUST_00108,14,20.31147115371595,1688.1598630837607,Monthly,Bank Transfer,0,2,0.4410637048558188,4.66082678737852,163,0.9698210450785447,1
CUST_00109,287,66.53643782120511,473.60622064914423,Monthly,Bank Transfer,0,1,1.000151958126862,4.350221742113493,63,0.35925074791624556,0
CUST_00110,687,58.56729897565235,3161.398386848673,Annual,Electronic Check,0,2,0.45253167091059066,4.129248971893585,244,0.08855558422324139,0
CUST_00111,1009,99.3151201601249,2117.5055960283457,Monthly,Bank Transfer,1,1,0.3911071012787064,4.003429082601878,177,0.34265348812091534,1
CUST_00112,151,46.23064179588303,2015.4145276074414,Annual,Bank Transfer,0,0,0.5752462078608389,5.414031353866786,4,0.963346832820399,0
CUST_00113,311,63.96743055415461,1657.2656587901904,Monthly,Bank Transfer,0,3,0.823605742196724,3.641036655822564,141,0.3938644056541585,0
CUST_00114,1093,27.981192842094643,2254.771073492294,Monthly,Bank Transfer,0,5,0.6511686729418702,4.464087168288358,131,0.6675933855635847,1
CUST_00115,397,59.048729932800164,2600.5654506492956,Annual,Bank Transfer,1,2,0.9343161053765021,5.528357192230239,315,0.5484997216514768,0
CUST_00116,305,21.97540764258661,2914.6386467174175,Monthly,Electronic Check,0,1,0.7005564741843158,5.120429645104074,84,0.8633336495718252,0
CUST_00117,816,66.79216319855217,554.8848133609589,Monthly,Electronic Check,0,4,0.851785717957353,3.781191423969376,280,0.6546930814313482,0
CUST_00118,51,49.92070822266648,1275.4599385065808,Monthly,Credit Card,1,4,0.5566267559284817,5.0586799100889825,76,0.4135491015253515,0
CUST_00119,350,76.00104198049104,725.3244361090917,Monthly,Credit Card,0,1,0.3814012532936661,3.940474737960399,35,0.4245274251963619,0
CUST_00120,559,67.44595006064567,1934.6384232291102,Annual,Bank Transfer,1,1,0.4194789456400612,5.249576743186939,124,0.9058911047877604,0
CUST_00121,152,40.1227352921743,945.6758417632741,Annual,Bank Transfer,1,3,0.5329305893480485,5.645149127773388,241,0.15298380082856267,0
CUST_00122,483,63.394819075849085,2374.616724367944,Monthly,Bank Transfer,1,1,0.8117481505223683,2.3100549466343008,77,0.6320154860204185,1
CUST_00123,441,71.28766988109695,1498.3329620638528,Monthly,Credit Card,1,2,0.8137966158370551,5.128396623128538,166,0.7726227274493825,0
CUST_00124,36,53.366381721027125,688.1946154457065,Monthly,Credit Card,0,0,0.5481919105582703,3.5334587709923024,4,0.06993160570943413,0
CUST_00125,160,85.62125827976107,1586.8341408227507,Annual,Bank Transfer,1,1,0.8389995801553749,5.446542837514766,353,0.44635235119764216,1
CUST_00126,116,66.9286743758698,955.2901743687346,Two-Year,Credit Card,0,2,0.6777547877302599,2.59609235853521,11,0.3475715242389821,0
CUST_00127,980,18.28854551666744,1100.5622083424023,Monthly,Electronic Check,1,0,0.8730633804040759,4.264096078496275,320,0.8420332943764213,0
CUST_00128,149,60.26839298541718,1182.8849319617561,Annual,Credit Card,0,3,0.48588113235287955,2.6102538982134313,65,0.3809095255109872,0
CUST_00129,770,66.7437280841286,2066.471297485341,Monthly,Bank Transfer,0,2,0.7730601986043577,4.902072147217844,315,0.8514249577450957,0
CUST_00130,490,14.69923094929986,1522.562169217542,Monthly,Credit Card,0,3,0.8156234194947786,2.9775978657729745,162,0.17352451498650867,0
CUST_00131,130,79.24542979011756,1596.1805067473704,Monthly,Credit Card,1,2,0.7573834857344646,3.3843778850425448,24,0.6663068858350397,0
CUST_00132,482,75.15515340623,1543.1907347566344,Monthly,Credit Card,0,2,0.45806105143177844,4.099928729996204,253,0.602553163842865,0
CUST_00133,663,60.731142581395844,2692.5809094799615,Monthly,Electronic Check,1,0,0.5872701945147314,3.089068843700816,328,0.7826960407441492,0
CUST_00134,883,75.97059717069548,762.0538511908169,Annual,Electronic Check,1,3,0.189215773019609,4.434319911239274,62,0.7920936337605432,0
CUST_00135,768,54.85784211734783,563.1665166593164,Monthly,Bank Transfer,0,2,0.584697919854656,0.9089577078550901,245,0.7903377358601481,1
CUST_00136,661,54.075111034950346,1813.4432043220372,Monthly,Credit Card,0,0,0.5011787533915614,3.469061002844376,187,0.646090123462508,0
CUST_00137,308,51.26168488415025,1133.4267845595398,Monthly,Bank Transfer,1,2,0.902380662365349,3.821052333332164,41,0.7850165438370569,0
CUST_00138,397,74.30090922030364,1633.3222628508106,Annual,Credit Card,0,1,0.6823314681981809,4.4213496029864965,202,0.4954521034609818,0
CUST_00139,776,70.53087333785334,2139.5994028033183,Annual,Electronic Check,1,1,0.69397690657998,3.75921801834326,7,0.041672900602384266,0
CUST_00140,87,57.69356897375783,1647.7442446919267,Monthly,Credit Card,0,2,0.484667813095134,1.7213691667901965,260,0.6603027197013381,1
CUST_00141,520,84.92095371611633,894.5639291444314,Annual,Bank Transfer,0,1,0.9656388283698116,4.05623000940066,168,0.959826518075929,1
CUST_00142,119,52.12963539239714,2242.27210246499,Two-Year,Bank Transfer,0,4,0.8113641681549996,3.289629841438954,182,0.09501169899230466,0
CUST_00143,488,30.245404898974158,-58.30681065693034,Annual,Bank Transfer,1,1,0.7420941083060969,3.3354369289914056,121,0.8159469389686173,0
CUST_00144,39,81.75125406716745,849.0837151522603,Monthly,Bank Transfer,1,1,0.6706002435605855,3.135532737479771,149,0.9846697395245082,0
CUST_00145,534,99.5978230903967,1740.1537300801556,Monthly,Credit Card,0,0,0.6973230768693922,4.036416732395043,87,0.3423836360335465,1
CUST_00146,278,111.0082017089394,2360.3464504840304,Monthly,Electronic Check,1,5,0.6499063922016178,3.4803765141895253,128,0.74171206151293,1
CUST_00147,515,90.75964947603876,1161.7504311315654,Monthly,Bank Transfer,0,2,0.9393262973291302,2.890217095680618,85,0.8480477911307719,1
CUST_00148,314,36.00286869038188,614.9534550173264,Monthly,Electronic Check,1,4,0.7449369451503771,4.43259083187309,292,0.6630420045004922,0
CUST_00149,822,34.486873708598104,2510.0672827417457,Annual,Credit Card,0,3,0.846852183435345,2.5066217944161435,253,0.4865976622437531,0
CUST_00150,594,58.87293078457381,1552.4750765465428,Monthly,Electronic Check,1,1,0.8106545377901898,3.006240057639544,18,0.44019899795549056,0
CUST_00151,740,72.22289540693737,1036.735753216456,Monthly,Electronic Check,1,0,0.8235340736531497,4.198249913777816,312,0.9331133313435577,0
CUST_00152,161,102.23611567339263,638.6478646198959,Annual,Electronic Check,0,2,1.0769172611869218,5.043243528272189,60,0.9796467150338835,1
CUST_00153,973,79.35980619832341,2840.4379148355883,Monthly,Bank Transfer,0,2,0.6177158054681259,4.028748845799661,68,0.8419335667918086,0
CUST_00154,49,78.87711526015843,1417.7315838204804,Annual,Bank Transfer,1,0,0.6451543285890937,2.5006872423498625,83,0.6569551562671395,0
CUST_00155,548,45.918765045073556,737.1163095842415,Annual,Bank Transfer,1,2,0.5564353227896555,3.0156390557276445,227,0.03361360018328263,0
CUST_00156,596,86.06114866030758,3126.644238882772,Monthly,Bank Transfer,0,1,0.857393913110999,2.6088669913985134,202,0.9633944342135504,1
CUST_00157,944,33.74908286226915,1076.757858122964,Annual,Bank Transfer,0,2,0.43336853786926893,5.914790998658631,344,0.947035987738723,0
CUST_00158,445,50.308168464039014,851.7980503884952,Annual,Electronic Check,0,1,0.7857633000661146,4.193105607263144,168,0.7916999884533517,0
CUST_00159,177,48.44819558702561,1568.9151064371,Monthly,Credit Card,1,2,0.6103239561892235,5.510009289300001,124,0.7492837126957764,0
CUST_00160,588,65.41587415350816,917.5976470166925,Annual,Bank Transfer,0,0,0.5743030272207906,4.102477209439482,276,0.1647063534322959,0
CUST_00161,383,80.90876505338575,2147.1623192311963,Monthly,Credit Card,0,3,0.8766219554294318,3.4221628029871978,96,0.39072836561361324,0
CUST_00162,227,70.97505816731372,898.5671599238525,Annual,Bank Transfer,0,3,0.8838457869150407,2.831855914461006,163,0.27644169058339607,0
CUST_00163,567,42.164718149684,1928.461957510743,Annual,Bank Transfer,1,2,0.3868656253943565,4.797754985259672,282,0.2769044873778089,0
CUST_00164,40,115.87335790603055,1646.2455273642693,Monthly,Credit Card,1,1,1.112504983848629,2.432467085745727,245,0.8568739360750941,1
CUST_00165,649,65.48438913345517,2629.776444332343,Two-Year,Electronic Check,0,3,0.6625711469990903,4.485729995679863,246,0.12982644895171758,0
CUST_00166,131,100.85845182661745,1679.1642224717878,Annual,Bank Transfer,1,2,0.7336921952539228,4.81759753560796,210,0.7595824101146318,1
CUST_00167,943,38.441269724630956,2366.5428776450053,Monthly,Bank Transfer,0,2,0.5803264379539562,5.141046629728958,33,0.3479414115821666,0
CUST_00168,943,73.94718604381222,528.8580954779485,Monthly,Bank Transfer,0,4,0.4641920417680394,4.6876793884615635,247,0.06964114816240574,0
CUST_00169,454,56.95866510966658,1919.4117421145352,Annual,Electronic Check,1,3,0.9057365221392784,2.183251153177943,141,0.9036078443467951,1
CUST_00170,551,70.64415285779869,2097.248076544856,Annual,Electronic Check,0,1,0.43726693820553675,2.9207447671571534,327,0.12884871200025483,0
CUST_00171,596,64.0124619288763,1257.628436078457,Monthly,Bank Transfer,0,0,0.8081738444962693,4.3847510547633135,283,0.0180065556004545,0
CUST_00172,1087,105.83491821125705,2253.8497682142943,Monthly,Electronic Check,0,1,0.3599590250903867,4.028303034666918,141,0.5983574842977588,1
CUST_00173,1001,86.00221192217829,808.8390228633552,Monthly,Bank Transfer,0,1,0.9477264096082241,3.6147106181639685,157,0.4291825933963569,1
CUST_00174,779,50.32424052429272,1528.850713175702,Annual,Electronic Check,1,0,0.895039525956486,4.0010941699398455,215,0.9558244837207522,0
CUST_00175,1032,10.935354140015257,2042.300255624726,Monthly,Bank Transfer,0,1,0.6302030606752829,3.144916101775954,20,0.6313075530919887,0
CUST_00176,505,44.71162245664001,2126.2961948650773,Monthly,Bank Transfer,1,4,1.1581767848157525,3.607042382078714,261,0.8914800156235068,0
CUST_00177,573,52.76461818189429,1470.3705623612705,Monthly,Bank Transfer,0,2,0.19651337952049408,2.0500598204837477,339,0.20699257843842678,1
CUST_00178,653,88.18030489794313,1596.894398669764,Monthly,Electronic Check,1,0,0.9168959166146141,2.922469906492446,191,0.5126677259564164,1
CUST_00179,382,81.58649647856318,1034.5297344663832,Monthly,Credit Card,1,3,0.6412922315684866,3.6131342376799718,332,0.929426694473114,0
CUST_00180,1,94.61136111083776,932.5197696511466,Annual,Credit Card,0,2,0.8375726654374035,3.9196655225980694,173,0.051135381442100725,1
CUST_00181,1005,57.460096816659274,1960.6238261331623,Annual,Credit Card,0,1,0.9264069972590072,5.699098180556703,112,0.07100766453325547,0
CUST_00182,655,54.47410937546053,2704.654630111725,Annual,Bank Transfer,1,3,0.7903265403299192,2.4251009426908796,116,0.9024533072858417,1
CUST_00183,387,42.125475853586764,1586.8477646212186,Monthly,Bank Transfer,1,2,0.30812195478185117,4.2326493607290825,278,0.8167232025585446,0
CUST_00184,277,52.075453803123935,2920.2487140876096,Annual,Electronic Check,0,2,0.805613673549247,3.988691952709218,155,0.5792663538205268,0
CUST_00185,1065,28.613841426705527,945.4505382108646,Monthly,Bank Transfer,0,3,0.6493490179949579,2.2855407192473383,195,0.04477845050466822,1
CUST_00186,833,45.71191490776616,1155.8746915265306,Monthly,Bank Transfer,1,0,0.9547280664303293,3.0017321168996505,304,0.10125991461515893,0
CUST_00187,576,32.422196328509706,2517.9899572789914,Monthly,Bank Transfer,0,0,0.4770504585350221,3.5976758555602797,153,0.03899601257491159,0
CUST_00188,363,43.037090439383064,1210.550928613946,Monthly,Electronic Check,0,1,0.6813131858166,3.728982425061078,86,0.4441277131657516,0
CUST_00189,786,34.2066696145336,310.97837603976495,Monthly,Credit Card,0,2,0.8312962423670183,3.0092278701771193,41,0.826814973796419,0
CUST_00190,762,61.63712362830421,1122.3275378422982,Monthly,Electronic Check,0,1,0.7648799943575821,3.142088909618838,272,0.7345779231214132,0
CUST_00191,104,86.3069525308326,992.5255153314572,Monthly,Electronic Check,0,1,0.8047520434891359,3.7714214938009425,63,0.5930145003605977,1
